,submission_id,user_id,location_name,submission_timestamp,questions_134999_where_are_you_eating_at_the_moment,questions_135005_who_are_you_with,questions_134999_where_are_you_eating_at_the_moment,questions_135000_which_of_the_following_best_describes_where_you_got_your_food_from_today,questions_135004_what_else_if_anything_are_you_doing_while_eating_your_food_for_example_are_you_also_watching_tv_checking_social_media_cooking_etc_coded,questions_135022_who_prepared_the_food,level2dish_coded,questions_135019_what_are_the_main_reasons_that_you_chose_this_food_right_now_if_you_are_having_more_than_one_item_please_write_about_the_main_item_you_are_having_please_be_as_detailed_as_you_can_coded,questions_135020_what_other_food_if_any_did_you_consider_having_instead_coded,questions_223649_149206_210007_finally_which_best_describes_the_food_you_are_having_today
1056,3237,6242578440.0,South Africa,2019-06-04 00:13:18.150811,At my home,"[""Alone""]",At my home,,"[""Relaxing / laying down""]",I prepared it myself from scratch,"[""Burger""]","[""Easy to prepare""]","[""Nothing""]",Breakfast
1057,3248,6242864908.0,South Africa,2019-06-12 12:24:19.546859,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Citrus fruit""]","[""It's refreshing""]","[""Dairy""]",Snack
1058,3250,6153326230.0,South Africa,2019-05-29 01:13:22.760156,At school / work,"[""Alone""]",At school / work,,"[""Reading""]",I prepared it myself from scratch,"[""Fried sweets (e.g. churros, donuts)""]","[""It's a healthy choice""]","[""Nothing""]",Breakfast
1059,3256,776139616.0,South Africa,2019-07-19 07:24:37.862948,Other,"[""My spouse/partner""]",Other,Convenience Store / Small local supermarket,"[""Playing games""]",It was premade / ready to eat,"[""Biscuits""]","[""I was hungry""]","[""Potatoes""]",Snack
1060,3268,3454374.0,South Africa,2019-05-28 23:17:13.347090,At my home,"[""Alone""]",At my home,,"[""Watching TV"", ""Browsing social media""]",I prepared it myself from scratch,"[""Crackers/ wafers""]","[""I was hungry""]","[""Meat substitute"", ""Rice / pasta / grains / pulses""]",Breakfast
1061,3270,5329312115.0,South Africa,2019-06-03 07:52:48.002516,At my home,"[""Other family members""]",At my home,,"[""Browsing social media""]",I ordered take out from a restaurant / cafe,"[""Instant noodles"", ""Other salad""]","[""I had a craving""]","[""Rice / pasta / grains / pulses""]",Lunch
1062,3281,5301526248.0,South Africa,2019-06-01 15:20:25.791571,At school / work,"[""Alone""]",At school / work,,"[""Working / studying""]",I prepared it myself from scratch,"[""Bread/ roll/ baguette""]","[""I wanted something different""]","[""Meat""]",Lunch
1063,3285,1346233264.0,South Africa,2019-01-26 15:09:41.456785,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Cereal/ muesli bar""]","[""I wanted a snack"", ""Convenient""]","[""Nothing""]",Breakfast
1064,3306,5897328801.0,South Africa,2019-05-28 16:58:34.276234,At my home,"[""Alone""]",At my home,Convenience Store / Small local supermarket,"[""Nothing""]",It was premade / ready to eat,"[""Potato crisps""]","[""I wanted a snack""]","[""Nothing""]",Snack
1065,3323,1475072886.0,South Africa,2019-01-17 02:51:09.496897,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Savoury pie""]","[""It was all I had""]","[""Nothing""]",Dinner
1066,3346,5807373000.0,South Africa,2019-06-06 19:19:14.029804,At my home,"[""Alone""]",At my home,,"[""Cooking""]",I prepared it myself from scratch,"[""Chicken""]","[""Easy to prepare""]","[""Nothing""]",Dinner
1067,3347,2908668092.0,South Africa,2019-02-01 17:21:56.056749,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV"", ""Playing games"", ""On my phone""]",It was premade / ready to eat,"[""Waffles""]","[""I was hungry"", ""Quick""]","[""Nothing""]",Breakfast
1068,3349,8426821195.0,South Africa,2019-08-18 13:39:53.305400,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Crackers/ wafers""]","[""Leftovers / to eat it up before it spoils""]","[""Pizza""]",Dinner
1069,3371,6773208432.0,South Africa,2019-07-18 22:48:41.311057,At my home,"[""My children""]",At my home,,"[""Reading"", ""Other""]",Someone else prepared it,"[""Seafood""]","[""Other""]","[""Cereals / porridge""]",Breakfast
1070,3384,6725136.0,South Africa,2019-05-08 22:48:47.387938,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",Someone else prepared it,"[""Meat-based pizza""]","[""It was all I had""]","[""Nothing""]",Lunch
1071,3407,884028105.0,South Africa,2019-01-04 19:22:38.502610,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",It was premade / ready to eat,"[""Cereal/ muesli bar""]","[""It's a healthy choice""]","[""Potatoes""]",Snack
1072,3408,5751982588.0,South Africa,2019-07-18 01:48:29.907591,At my home,"[""My spouse/partner""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV"", ""Relaxing / laying down""]",It was premade / ready to eat,"[""Ice cream""]","[""I had a craving""]","[""Nothing""]",Snack
1073,3409,8571114882.0,South Africa,2019-09-23 02:35:39.341736,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing the internet""]",It was premade / ready to eat,"[""Ice cream""]","[""I wanted to treat myself""]","[""Nothing""]",Treat
1074,3417,6939020040.0,South Africa,2019-07-04 02:07:45.518874,At my home,"[""My children""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Browsing social media""]",It was premade / ready to eat,"[""Biscuits""]","[""Easy to prepare""]","[""Nothing""]",Snack
1075,3422,3350144259.0,South Africa,2019-02-01 03:13:20.287202,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Getting ready""]",It was premade / ready to eat,"[""Dip/ salsa""]","[""It's a healthy choice""]","[""Potatoes""]",Snack
1076,3428,1166954943.0,South Africa,2019-05-30 19:49:27.922780,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",Leftovers,"[""Soft cheese/ cheese spread"", ""Chicken""]","[""Leftovers / to eat it up before it spoils"", ""I was hungry""]","[""Nothing""]",Other
1077,3452,6005677496.0,South Africa,2019-06-02 17:23:36.312844,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",Leftovers,"[""Cake""]","[""It's what I wanted""]","[""Nothing""]",Snack
1078,3463,114262.0,South Africa,2019-06-05 11:32:39.779482,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",Someone else prepared it,"[""Crackers/ wafers"", ""Chicken""]","[""I was hungry""]","[""Nothing""]",Dinner
1079,3474,6017805312.0,South Africa,2019-06-04 14:57:38.027138,At my home,"[""Alone""]",At my home,Cafe / restaurant,"[""Checking emails""]",It was premade / ready to eat,"[""Sandwich/ bagel""]","[""It looked good""]","[""Other dishes""]",Dinner
1080,3482,6162829593.0,South Africa,2019-06-02 14:35:55.876600,At my home,"[""Other family members""]",At my home,,"[""Watching TV""]",I ordered take out from a restaurant / cafe,"[""Custards/ sweet puddings"", ""Plain rice""]","[""I like the taste"", ""Cheap""]","[""Rice / pasta / grains / pulses""]",Dinner
1081,3484,5321189570.0,South Africa,2019-06-05 06:03:27.248666,Cafe / restaurant / bar / hotel,"[""Colleagues""]",Cafe / restaurant / bar / hotel,,"[""Talking to someone""]",Someone else prepared it,"[""Chicken"", ""Plain rice""]","[""It looked good"", ""It's refreshing""]","[""Meat""]",Lunch
1082,3532,1054958060.0,South Africa,2019-05-28 11:26:32.167676,At my home,"[""Other family members""]",At my home,,"[""Nothing""]",I prepared it together with friends / family,"[""Noodles""]","[""Preferred choice unavailable""]","[""Fish / seafood""]",Dinner
1083,3566,7012709298.0,South Africa,2019-07-03 13:18:23.081818,At my home,"[""My children""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Noodles""]","[""I wanted something different""]","[""Eggs""]",Breakfast
1084,3568,1056569895.0,South Africa,2019-06-01 15:52:07.042646,At someone else's home,"[""Alone""]",At someone else's home,,"[""Watching TV""]",Someone else prepared it,"[""Other potatoes/ sweet potatoes""]","[""I was hungry""]","[""Rice / pasta / grains / pulses""]",Snack
1085,3575,6635761485.0,South Africa,2019-08-25 05:17:06.060907,At my home,"[""Alone""]",At my home,,"[""Cooking""]",I prepared it myself from scratch,"[""Plain noodles"", ""Vegetable curry""]","[""It's what I wanted""]","[""Other dishes""]",Lunch
1086,3583,848531008.0,South Africa,2019-06-10 05:18:34.567543,At my home,"[""Other family members""]",At my home,,"[""Browsing social media""]",Someone else prepared it,"[""Other vegetable dish"", ""Tropical and exotic fruit"", ""Pork"", ""Plain rice""]","[""Someone prepared it for me""]","[""Rice / pasta / grains / pulses""]",Lunch
1087,3587,6920935584.0,South Africa,2019-07-19 04:12:12.706870,At my home,"[""Alone""]",At my home,,"[""Other""]",I prepared it together with friends / family,"[""Bread/ roll/ baguette""]","[""I was hungry""]","[""Nothing""]",Breakfast
1088,3594,6367373980.0,South Africa,2019-06-12 18:08:16.405599,At my home,"[""Alone""]",At my home,,"[""Cooking""]",I prepared it myself from scratch,"[""Other vegetable dish""]","[""I was hungry""]","[""Nothing""]",Dinner
1089,3595,7159361771.0,South Africa,2019-07-11 12:03:10.362707,At my home,"[""Alone""]",At my home,Convenience Store / Small local supermarket,"[""Watching TV""]",It was premade / ready to eat,"[""Tropical and exotic fruit""]","[""It's what I wanted""]","[""Fruit""]",Snack
1090,3598,6837360630.0,South Africa,2019-06-27 12:54:06.358868,At my home,"[""Alone""]",At my home,,"[""Browsing the internet""]",I prepared it together with friends / family,"[""Vegetable soup"", ""Beans""]","[""Someone prepared it for me""]","[""Nothing""]",Dinner
1091,3619,4135143688.0,South Africa,2019-07-21 12:11:13.970770,At my home,"[""Alone""]",At my home,,"[""On my phone""]",I prepared it myself from scratch,"[""Other potatoes/ sweet potatoes""]","[""Personal dietary requirement"", ""It's a healthy choice""]","[""Fruit""]",Dinner
1092,3638,7258546390.0,South Africa,2019-07-22 01:02:52.884229,Other,"[""Alone""]",Other,,"[""Browsing social media""]",Someone else prepared it,"[""Rice with vegetables"", ""Egg-based dish"", ""Crackers/ wafers""]","[""I like the taste"", ""Cheap""]","[""Rice / pasta / grains / pulses""]",Breakfast
1093,3650,695998170.0,South Africa,2019-06-05 07:27:38.777759,At my home,"[""Alone""]",At my home,,"[""Browsing the internet""]",I prepared it myself from scratch,"[""Pork"", ""Chicken""]","[""Convenient""]","[""Other dishes""]",Lunch
1094,3673,5321189570.0,South Africa,2019-06-25 16:27:33.847727,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Relaxing / laying down""]",It was premade / ready to eat,"[""Seeds""]","[""I wanted a snack""]","[""Other dishes""]",Snack
1095,3704,6715581530.0,South Africa,2019-06-26 15:39:35.394452,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself using a meal starter,"[""Bread/ roll/ baguette"", ""Cake""]","[""It's a healthy choice""]","[""Nothing""]",Snack
1096,3711,5298835536.0,South Africa,2019-06-04 15:53:34.846614,At my home,"[""Other family members""]",At my home,,"[""Watching TV"", ""Browsing social media"", ""Cooking""]",I prepared it myself from scratch,"[""Instant noodles""]","[""I was hungry""]","[""Meat""]",Treat
1097,3724,3896423366.0,South Africa,2019-07-19 14:47:14.225565,On the go / outdoors,"[""Alone""]",On the go / outdoors,,"[""Relaxing / laying down""]",I ordered take out from a restaurant / cafe,"[""Plain rice""]","[""I like the taste""]",Other dishes,Dinner
1098,3735,2826188736.0,South Africa,2019-06-03 18:59:05.323787,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Pork"", ""Marrow and aubergine"", ""Toast""]","[""It's my favourite""]","[""Nothing""]",Dinner
1099,3744,3921836500.0,South Africa,2019-06-01 05:24:24.298329,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",I prepared it myself from scratch,"[""Instant noodles""]","[""Easy to prepare""]","[""Sweet pastry / baked goods""]",Lunch
1100,3753,500237595.0,South Africa,2019-05-05 18:42:14.873155,On the go / outdoors,"[""Other family members""]",On the go / outdoors,Supermarket / Hypermarket / Grocery Store ,"[""Other""]",It was premade / ready to eat,"[""Chocolate sweets/ snacks""]","[""Other""]","[""Fruit""]",Snack
1101,3754,1342919120.0,South Africa,2019-05-30 18:11:19.332683,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Listening to music""]",It was premade / ready to eat,"[""Crackers/ wafers""]","[""Energy boost""]","[""Savoury snacks""]",Snack
1102,3777,5752754667.0,South Africa,2019-06-10 11:22:35.393499,At my home,"[""My spouse/partner""]",At my home,,"[""Watching TV""]",Someone else prepared it,"[""Chicken""]","[""It's my favourite""]","[""Meat""]",Dinner
1103,3783,36954134.0,South Africa,2019-02-04 09:19:39.768808,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Getting ready""]",It was premade / ready to eat,"[""Crackers/ wafers""]","[""I wanted a snack""]","[""Desserts""]",Snack
1104,3785,888255654.0,South Africa,2019-06-25 15:54:24.382239,At my home,"[""Alone""]",At my home,,"[""Nothing""]",I prepared it together with friends / family,"[""Cereal"", ""Fruit salad"", ""Salad vegetables"", ""Hard cheese""]","[""It's what I wanted""]","[""Potatoes""]",Snack
1105,3788,6880424445.0,South Africa,2019-07-19 19:25:22.461276,At my home,"[""Alone""]",At my home,,"[""Nothing""]",I prepared it myself from scratch,"[""Tropical and exotic fruit""]","[""It's a healthy choice""]","[""Vegetables""]",Snack
1106,3816,6245225909.0,South Africa,2019-06-12 12:14:38.022806,At my home,"[""Alone""]",At my home,,"[""Nothing"", ""Watching TV""]",I prepared it myself from scratch,"[""Plain nuts""]","[""I like the taste""]","[""Biscuits / cookies""]",Snack
1107,3879,5833455021.0,South Africa,2019-08-15 19:07:32.750740,At school / work,"[""Alone""]",At school / work,,"[""Browsing social media""]",I prepared it myself from scratch,"[""Biscuits""]","[""Easy to prepare""]","[""Rice / pasta / grains / pulses""]",Snack
1108,3884,3852894570.0,South Africa,2019-06-07 09:07:51.198220,At my home,"[""Alone""]",At my home,,"[""Watching TV""]",I ordered take out from a restaurant / cafe,"[""Cheese pizza""]","[""Other""]","[""Biscuits / cookies""]",Lunch
1109,3886,6654017160.0,South Africa,2019-08-14 01:04:58.366571,At my home,"[""Alone""]",At my home,,"[""Browsing social media""]",I prepared it myself from scratch,"[""Instant noodles""]","[""No specific reason""]","[""Nothing""]",Breakfast
1110,3904,5049941745.0,South Africa,2019-08-23 15:17:13.644662,At my home,"[""My children""]",At my home,,"[""Watching TV""]",I prepared it together with friends / family,"[""Plain rice"", ""Other vegetable dish""]","[""It's my habit / routine"", ""Cheap""]","[""Rice / pasta / grains / pulses""]",Dinner
1111,3921,3417540.0,South Africa,2019-08-14 13:11:51.554499,At my home,"[""My spouse/partner"", ""My children""]",At my home,,"[""Watching TV""]",I prepared it together with friends / family,"[""Plain rice"", ""White fish""]","[""Cheap"", ""I like the taste""]","[""Nothing""]",Dinner
1112,3950,2650094776.0,South Africa,2019-02-01 00:54:21.985323,At my home,"[""Alone""]",At my home,I had it at home / brought it from home,"[""Watching TV""]",I prepared it myself from scratch,"[""Muffins/ cupcakes""]","[""It was all I had""]","[""Nothing""]",Snack
1113,3985,8439567585.0,South Africa,2019-08-26 16:58:05.457084,At my home,"[""Other family members""]",At my home,,"[""Browsing social media""]",I prepared it myself from scratch,"[""Plain rice""]","[""It's a healthy choice""]","[""Nothing""]",Dinner
1114,3994,4140250632.0,South Africa,2019-06-01 12:53:09.949862,At my home,"[""Alone""]",At my home,,"[""Watching TV"", ""Browsing social media""]",I prepared it together with friends / family,"[""Crackers/ wafers"", ""Crackers/ wafers"", ""Biscuits"", ""Plain nuts""]","[""I like the taste""]","[""Vegetables""]",Snack
1115,4023,6770685606.0,South Africa,2019-07-16 19:55:31.056950,On the go / outdoors,"[""Alone""]",On the go / outdoors,,"[""Listening to music""]",Someone else prepared it,"[""Croissants/ sweet pastry"", ""Dip/ salsa""]","[""It's what I wanted""]","[""Nothing""]",Snack
1116,4025,1244276256.0,South Africa,2019-01-24 21:08:56.027602,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Watching TV""]",It was premade / ready to eat,"[""Potato crisps""]","[""Convenient"", ""I like the taste""]","[""Nothing""]",Snack
1117,4038,3729451649.0,South Africa,2019-06-08 11:56:23.687336,At my home,"[""Colleagues""]",At my home,,"[""Nothing""]",Someone else prepared it,"[""Seafood""]","[""I wanted to try something new""]","[""Nothing""]",Dinner
1118,4057,5049941745.0,South Africa,2019-06-01 12:06:40.375190,At school / work,"[""My spouse/partner"", ""My children""]",At school / work,,"[""Browsing social media""]",Someone else prepared it,"[""Noodles""]","[""Easy to prepare""]","[""Rice / pasta / grains / pulses""]",Dinner
1119,4065,1069473965.0,South Africa,2019-06-11 07:49:32.610965,At my home,"[""Alone""]",At my home,,"[""Browsing social media""]",Leftovers,"[""Egg-based dish""]","[""It was all I had""]","[""Savoury snacks""]",Lunch
1120,4084,5403435666.0,South Africa,2019-06-11 11:24:45.546605,At my home,"[""Alone""]",At my home,,"[""Nothing""]",I prepared it together with friends / family,"[""Plain rice"", ""Noodles"", ""Meat alternative"", ""Tofu""]","[""I like the taste""]","[""Meat""]",Lunch
1121,4119,713118393.0,South Africa,2019-03-27 16:57:45.515155,At my home,"[""Alone""]",At my home,Supermarket / Hypermarket / Grocery Store ,"[""Relaxing / laying down""]",It was premade / ready to eat,"[""Dried fruit""]","[""I was hungry""]","[""Breads""]",Snack
